BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),status,Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label,Node Uptime,Transaction Velocity,Node Efficiency,Network Latency
15450240,1649517657,0.503244092,1,1,0,1,135,1564,81,3,93,1119,5869,57,0,1451 days 01:34:06,7.976259715822139e-09,0.0,125372046.0
15450240,1661999151,0.547976822,1,1,1,1,49,1537,67,1,71,3086,5979,55,1,1595 days 12:39:00,8.011861400566311e-08,67.0,12481494.0
10436830,1524145611,0.0,1,0,1,0,45,1077,56,1,43,1477,3277,59,0,0 days 00:00:00,-7.254075593561109e-09,56.0,-137853540.0
5468684,1524145611,0.027286445,1,0,0,1,57,1559,60,2,75,1682,3529,26,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1648816006,0.518371674,1,1,1,1,67,2330,59,1,74,2746,5951,53,1,1442 days 22:39:55,8.021150490459262e-09,59.0,124670395.0
15450240,1652677477,0.418602532,1,1,1,1,87,1517,82,1,33,1364,2208,60,1,1487 days 15:17:46,2.589686676398709e-07,82.0,3861471.0
6144785,1524145611,0.0,1,0,0,1,33,844,85,1,30,1217,2340,27,1,0 days 00:00:00,-7.780171805799505e-09,0.0,-128531866.0
5468684,1524145611,0.0,1,0,0,1,42,1672,49,2,59,1810,2725,26,0,0 days 00:00:00,0.0,0.0,0.0
13869323,1524145611,0.0,1,1,1,1,31,1473,69,1,68,1651,4592,54,0,0 days 00:00:00,0.0,69.0,0.0
6022336,1524145611,0.0,1,0,0,1,119,1164,35,1,36,1560,2483,0,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1657637619,0.484462526,1,1,1,1,61,2683,71,1,101,1670,4334,57,1,1545 days 01:06:48,7.491085159195448e-09,71.0,133492008.0
15450240,1580661443,0.474689705,1,0,0,0,97,1605,60,1,94,1678,4830,27,0,654 days 02:50:32,-1.299103244619478e-08,0.0,-76976176.0
15450240,1524145611,0.441544547,1,1,0,1,43,1542,74,1,90,2718,5275,58,1,0 days 00:00:00,-1.7694156922258532e-08,0.0,-56515832.0
5468684,1524145611,0.0,0,0,0,1,32,1331,83,2,130,1394,2541,26,0,0 days 00:00:00,0.0,0.0,0.0
15289322,1652412175,0.490711133,1,1,0,1,111,1513,74,1,96,1518,2473,54,1,1484 days 13:36:04,7.796264036510716e-09,0.0,128266564.0
15450240,1641217919,0.524252904,1,1,1,1,112,1658,35,2,62,3279,4025,52,1,1355 days 00:05:08,-8.933152859823825e-08,35.0,-11194256.0
15450240,1661999151,0.499574825,1,1,1,1,182,2641,57,1,106,3169,6899,55,1,1595 days 12:39:00,4.8120342432056e-08,57.0,20781232.0
5468684,1659547698,0.498153178,1,1,1,1,111,1024,74,2,41,946,2300,48,0,1567 days 03:41:27,-4.079213429749622e-07,74.0,-2451453.0
15450240,1645602321,0.529453323,1,1,1,1,98,2015,69,1,91,1605,3617,51,1,1405 days 17:58:30,-7.170835180719746e-08,69.0,-13945377.0
15450240,1658382975,0.454712458,1,1,1,1,117,1196,93,1,122,1496,5085,52,1,1553 days 16:09:24,7.82432573481764e-08,93.0,12780654.0
5683870,1526298759,0.018771463,0,0,0,1,71,1630,22,1,87,1140,3529,0,0,24 days 22:05:48,-7.570927324124784e-09,0.0,-132084216.0
15450240,1647520768,0.452705831,1,1,1,1,46,2049,36,1,98,1630,5660,59,1,1427 days 22:52:37,8.249327067331478e-09,36.0,121222009.0
15450240,1638437769,0.417894664,1,1,1,1,38,3119,63,2,84,1331,4817,32,1,1322 days 19:49:18,-1.1009579545258125e-07,63.0,-9082999.0
6139301,1526192928,0.0,1,0,0,1,49,1004,78,1,77,1681,2046,0,0,23 days 16:41:57,-8.909095430051881e-09,0.0,-112244841.0
6288587,1524145611,0.0,1,0,0,1,35,1568,76,2,123,1356,1391,0,0,0 days 00:00:00,-4.884441442141104e-07,0.0,-2047317.0
15450240,1650682831,0.573882653,1,1,1,1,116,1522,72,1,112,2725,4625,57,1,1464 days 13:13:40,7.902813101157115e-09,72.0,126537220.0
5468684,1575638392,0.0,1,1,0,1,41,1772,24,1,83,879,1738,33,1,595 days 23:33:01,-1.3325437744960692e-08,0.0,-75044439.0
15450240,1650813078,0.546628325,1,1,1,1,38,3850,84,1,95,1554,5685,56,1,1466 days 01:24:27,1.330235020868594e-08,84.0,75174686.0
6465860,1524145611,0.0,1,0,0,1,40,1573,53,1,30,1640,2409,0,1,0 days 00:00:00,-7.894686960148971e-09,0.0,-126667467.0
6187847,1532384066,0.0,1,0,0,0,42,1577,43,2,77,1660,1460,25,0,95 days 08:27:35,1.2138198242267514e-07,0.0,8238455.0
5779046,1524145611,0.0,1,0,0,1,30,2386,70,2,65,1692,2392,28,0,0 days 00:00:00,-1.2138198242267514e-07,0.0,-8238455.0
15450240,1657592359,0.551654176,1,1,1,1,118,1592,60,1,129,2743,3877,53,1,1544 days 12:32:28,7.493625846918353e-09,60.0,133446748.0
5887640,1528016427,0.021969045,0,0,0,1,56,3850,42,2,62,1410,2075,25,0,44 days 19:13:36,-7.717482595456076e-09,0.0,-129575932.0
5930268,1531829851,0.0,1,0,0,1,34,963,68,3,87,1186,1695,0,0,88 days 22:30:40,2.622315273622865e-07,0.0,3813424.0
5670970,1524145611,0.0,1,0,0,1,43,1095,43,2,30,1454,2640,0,0,0 days 00:00:00,-1.3013648714772052e-07,0.0,-7684240.0
6428818,1524145611,0.003522435,1,0,0,1,69,1205,78,2,113,1628,2297,0,0,0 days 00:00:00,0.0,0.0,0.0
5924024,1524145611,0.0,1,0,0,0,45,1474,70,1,30,1560,3411,1,0,0 days 00:00:00,0.0,0.0,0.0
13119820,1659693285,0.0,0,0,0,1,58,2703,33,3,60,1548,4842,27,0,1568 days 20:07:54,7.377478126256892e-09,0.0,135547674.0
6228306,1524145611,0.0,1,1,0,1,39,1441,79,1,93,2169,2359,27,0,0 days 00:00:00,-7.377478126256892e-09,0.0,-135547674.0
5468684,1524145611,0.0,1,0,0,1,40,1481,53,2,38,1599,2095,0,0,0 days 00:00:00,0.0,0.0,0.0
5806647,1528352605,0.0,1,0,0,1,36,934,62,2,76,1625,2845,57,1,48 days 16:36:34,2.3769941197919465e-07,0.0,4206994.0
15450240,1653743266,0.476980212,1,1,1,1,41,1684,69,1,85,1503,5244,56,1,1499 days 23:20:55,7.975075591953375e-09,69.0,125390661.0
15450240,1524145611,0.0,1,0,0,1,75,1896,65,1,90,1261,2526,55,0,0 days 00:00:00,-7.716189000487702e-09,0.0,-129597655.0
15450240,1661999151,0.514445598,1,1,1,1,39,2530,52,2,172,2547,6598,55,1,1595 days 12:39:00,7.254075593561109e-09,52.0,137853540.0
5897283,1524145611,0.0,1,0,0,0,49,2782,70,3,102,1406,2556,26,0,0 days 00:00:00,-7.254075593561109e-09,0.0,-137853540.0
6734886,1545869699,0.0,1,0,0,1,59,1463,62,1,100,1823,3528,30,0,251 days 10:28:08,4.6031851831938814e-08,0.0,21724088.0
6307156,1642229751,0.494614696,1,1,0,1,42,2567,66,1,68,1188,4035,26,1,1366 days 17:09:00,1.0377744503500268e-08,0.0,96360052.0
5789775,1524145611,0.0,1,0,0,1,64,1593,57,2,54,1357,3023,22,0,0 days 00:00:00,-8.468537773150569e-09,0.0,-118084140.0
15450240,1661061662,0.524721282,1,1,1,1,189,1104,47,1,82,2860,3490,57,1,1584 days 16:14:11,7.3037455630384794e-09,47.0,136916051.0
5468684,1524358223,0.0,1,0,0,1,51,741,56,1,94,1653,1800,26,0,2 days 11:03:32,-7.315104925780251e-09,0.0,-136703439.0
5606099,1527986351,0.0,0,0,0,1,64,1423,76,2,87,1601,1171,0,0,44 days 10:52:20,2.756242337646301e-07,0.0,3628128.0
5468684,1524145611,0.0,1,0,0,1,62,1686,77,2,56,2943,1124,0,0,0 days 00:00:00,-2.603664918739618e-07,0.0,-3840740.0
15100350,1524145611,0.0,0,0,0,1,40,985,69,3,108,2567,4116,51,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1655264485,0.57703322,1,1,1,1,110,3850,39,1,103,1622,4463,56,1,1517 days 13:54:34,7.626667080743845e-09,39.0,131118874.0
6018961,1524145611,0.0,1,0,0,0,46,1078,80,2,99,1574,1461,0,0,0 days 00:00:00,-7.626667080743845e-09,0.0,-131118874.0
15450240,1524145611,0.0,1,0,0,1,85,1063,53,2,186,3027,4591,0,1,0 days 00:00:00,0.0,0.0,0.0
5604359,1640763927,0.466562566,1,0,1,1,47,1694,12,1,110,1688,2328,65,1,1349 days 17:58:36,8.574982338108878e-09,12.0,116618316.0
15450240,1641302082,0.508017829,1,1,1,1,41,1384,90,1,88,1667,4556,56,1,1355 days 23:27:51,1.8582007042580669e-06,90.0,538155.0
15450240,1655517742,0.457144979,1,1,1,1,95,1598,43,1,54,1344,1633,55,1,1520 days 12:15:31,7.034495760309405e-08,43.0,14215660.0
15450240,1613404021,0.0,1,1,0,1,62,1158,69,2,81,1108,3584,55,1,1033 days 02:00:10,-2.3745230206563796e-08,0.0,-42113721.0
6041927,1524145611,0.018780162,1,0,0,1,61,1580,75,2,73,1638,3206,25,0,0 days 00:00:00,-1.1203426097327973e-08,0.0,-89258410.0
6114335,1524145611,0.006700724,1,0,0,1,36,2153,28,1,87,1071,2009,0,0,0 days 00:00:00,0.0,0.0,0.0
10244035,1524145611,0.0,1,0,0,1,36,987,36,2,55,1202,4106,25,0,0 days 00:00:00,0.0,0.0,0.0
5891667,1524145611,0.0,1,0,0,1,30,958,82,2,101,1440,3564,0,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1524822632,0.0,1,0,1,1,97,1507,47,1,110,1520,2286,62,0,7 days 20:03:41,1.477059057252286e-06,47.0,677021.0
5468684,1524664874,0.0,1,0,0,1,43,1052,77,2,73,1067,1313,26,0,6 days 00:14:23,-6.338822753838157e-06,0.0,-157758.0
15450240,1647968329,0.495396572,1,1,1,1,98,2564,77,1,89,1523,2627,60,1,1433 days 03:11:58,8.110072828048493e-09,77.0,123303455.0
5598870,1524145611,0.0,0,0,0,1,30,1360,33,2,71,1751,3289,0,0,0 days 00:00:00,-8.076062423375329e-09,0.0,-123822718.0
15450240,1653320414,0.458659743,1,1,1,1,96,2428,75,1,114,1603,4624,58,0,1495 days 01:53:23,7.74144784257964e-09,75.0,129174803.0
5837245,1524145611,0.0,1,0,0,1,42,889,48,2,81,1447,2229,26,0,0 days 00:00:00,-7.74144784257964e-09,0.0,-129174803.0
5468684,1648327840,0.0,1,1,1,1,156,940,76,3,62,1527,2042,0,1,1437 days 07:03:49,8.052681998484662e-09,76.0,124182229.0
6251387,1524442075,0.012145192,1,0,0,0,65,3567,44,2,148,2971,3763,27,0,3 days 10:21:04,-8.071952415194756e-09,0.0,-123885765.0
15450240,1660349247,0.0,1,1,0,1,114,3850,76,1,81,1428,4411,55,1,1576 days 10:20:36,7.357963419325656e-09,0.0,135907172.0
15450240,1644784359,0.469334804,1,1,1,1,41,988,61,2,44,1248,3939,23,0,1396 days 06:45:48,-6.424716965518803e-08,61.0,-15564888.0
6052501,1645560198,0.0,1,1,1,1,119,2507,30,3,100,1701,3236,27,0,1405 days 06:16:27,1.2889272129913552e-06,30.0,775839.0
15450240,1641552737,0.460523116,1,1,1,1,30,1745,38,1,93,1443,4020,61,1,1358 days 21:05:26,-2.495345556700365e-07,38.0,-4007461.0
14683025,1655894529,0.501820399,1,1,1,1,129,3850,60,1,122,1620,4887,24,1,1524 days 20:55:18,6.972629361798023e-08,60.0,14341792.0
15332156,1524145611,0.0,1,1,1,1,74,1723,19,3,103,2861,2613,26,1,0 days 00:00:00,-7.590195161982281e-09,19.0,-131748918.0
15450240,1524145611,0.0,1,0,0,1,43,1541,76,3,91,1553,5080,53,0,0 days 00:00:00,0.0,0.0,0.0
5597601,1524145611,0.0,1,0,0,1,44,1385,76,2,30,1570,2235,0,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1524145611,0.0,1,0,0,0,46,942,36,2,76,1637,1596,24,0,0 days 00:00:00,0.0,0.0,0.0
6513653,1524145611,0.0,0,0,0,1,55,2450,73,2,105,1382,2827,0,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1645908560,0.0,1,0,0,1,102,1419,68,1,108,1327,5979,25,0,1409 days 07:02:29,8.212678883130532e-09,0.0,121762949.0
5869918,1524145611,0.528658882,1,0,0,0,68,1043,31,1,50,1453,3312,26,0,0 days 00:00:00,-8.212678883130532e-09,0.0,-121762949.0
13602566,1657901619,0.488577679,1,1,1,1,104,2133,56,1,97,1678,2507,30,1,1548 days 02:26:48,7.476299681431881e-09,56.0,133756008.0
15450240,1524145611,0.543218692,1,1,1,1,47,882,23,3,100,1750,3793,64,1,0 days 00:00:00,-7.476299681431881e-09,23.0,-133756008.0
5792125,1524145611,0.0,0,0,0,1,42,918,79,2,62,1590,3758,31,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1526010884,0.0,1,0,0,1,40,1281,68,1,111,1377,1804,50,1,21 days 14:07:53,5.361145526686978e-07,0.0,1865273.0
5559100,1526050689,0.003439606,1,0,0,1,65,1510,39,1,93,1580,2584,57,1,22 days 01:11:18,2.512247205124984e-05,0.0,39805.0
15450240,1647140126,0.482154562,1,1,1,1,69,2798,61,3,111,1690,3812,51,1,1423 days 13:08:35,8.258358654355623e-09,61.0,121089437.0
5468684,1524145611,0.0,1,0,0,1,37,1646,78,2,107,1432,2253,0,0,0 days 00:00:00,-8.130443865728484e-09,0.0,-122994515.0
15450240,1657399490,0.46313135,1,1,1,1,105,2341,77,1,89,2563,5850,54,1,1542 days 06:57:59,7.504471971131137e-09,77.0,133253879.0
14646065,1655238456,0.0,0,1,0,1,114,1286,72,2,53,1634,4224,25,0,1517 days 06:40:45,-4.6274144691846586e-07,0.0,-2161034.0
6270917,1524145611,0.009518472,1,0,0,1,55,1553,55,2,56,2803,2770,26,1,0 days 00:00:00,-7.628181385490566e-09,0.0,-131092845.0
5523578,1525624944,0.0,1,0,0,1,37,1461,52,2,51,1735,953,23,0,17 days 02:55:33,6.759803235647417e-07,0.0,1479333.0
15450240,1526946979,0.0,1,0,0,1,30,1666,48,3,87,1570,3020,30,0,32 days 10:09:28,7.564096260689013e-07,0.0,1322035.0
5898489,1524145611,0.0,1,0,0,1,56,1584,36,1,56,1499,5035,0,0,0 days 00:00:00,-3.569684525560369e-07,0.0,-2801368.0
15450240,1661999151,0.430054441,1,1,1,1,35,980,63,1,179,1260,3243,54,1,1595 days 12:39:00,7.254075593561109e-09,63.0,137853540.0
5954230,1524145611,0.0,1,0,0,1,37,1558,54,2,34,1632,2346,0,0,0 days 00:00:00,-7.254075593561109e-09,0.0,-137853540.0
5829086,1530265200,0.0,1,0,0,1,112,2501,68,2,89,1468,2187,26,1,70 days 19:53:09,1.6340966689102814e-07,0.0,6119589.0
15450240,1646202683,0.531795214,1,1,1,1,72,928,48,1,118,2354,2789,51,1,1412 days 16:44:32,8.625338191963336e-09,48.0,115937483.0
5657596,1524750222,0.001641196,1,0,0,1,44,1407,56,1,99,1485,3119,27,0,6 days 23:56:51,-8.233674243949656e-09,0.0,-121452461.0
5635475,1525297687,0.0,1,1,0,1,37,1063,59,1,97,1300,2591,0,0,13 days 08:01:16,1.8266007872649392e-06,0.0,547465.0
5853734,1527889017,0.0,1,0,0,1,48,898,74,3,105,1346,3660,0,0,43 days 07:50:06,3.859022200954722e-07,0.0,2591330.0
5734360,1524145611,0.0,1,0,0,1,32,1062,50,2,88,1149,1446,0,0,0 days 00:00:00,-2.671363993112156e-07,0.0,-3743406.0
6222529,1525558588,0.0,0,0,0,1,55,829,25,2,121,1577,2606,25,0,16 days 08:29:37,7.07725603459929e-07,0.0,1412977.0
15450240,1646172318,0.433774512,1,1,1,1,189,1591,85,3,89,1798,6118,55,1,1412 days 08:18:27,8.290930062439823e-09,85.0,120613730.0
15450240,1660627018,0.431001834,1,1,1,1,62,1296,79,1,109,3181,4775,26,1,1579 days 15:30:07,6.918165025908528e-08,79.0,14454700.0
15450240,1636909788,0.569854427,1,1,1,1,123,3850,67,3,112,2511,5633,54,1,1305 days 03:22:57,-4.2163439828344214e-08,67.0,-23717230.0
15450240,1633938856,0.476709524,1,1,1,1,33,828,69,1,78,1412,3181,55,1,1270 days 18:07:25,-3.365947116931657e-07,69.0,-2970932.0
15450240,1657267777,0.0,1,0,0,0,45,862,41,1,52,1448,3696,28,1,1540 days 18:22:46,4.2865248675667435e-08,0.0,23328921.0
15450240,1658835820,0.47879464,1,1,1,1,41,1548,49,1,118,1399,4419,62,1,1558 days 21:56:49,6.37737613062907e-07,49.0,1568043.0
15450240,1524145611,0.0,0,0,1,1,82,2315,74,1,98,1259,1867,55,0,0 days 00:00:00,-7.424444637991467e-09,74.0,-134690209.0
15450240,1643707736,0.550974852,1,1,1,1,108,1586,25,1,109,1451,4992,56,1,1383 days 19:42:05,8.363852683280763e-09,25.0,119562125.0
6203415,1524145611,0.0,1,0,0,0,51,1590,37,2,38,1401,921,2,0,0 days 00:00:00,-8.363852683280763e-09,0.0,-119562125.0
6198886,1531374230,0.0,1,0,0,0,36,1464,50,2,98,2812,2761,24,0,83 days 15:56:59,1.3833901053576074e-07,0.0,7228619.0
15450240,1655111745,0.471514998,1,1,1,1,67,3850,35,1,72,1460,2823,27,1,1515 days 19:28:54,8.08162342681603e-09,35.0,123737515.0
15450240,1657427914,0.46391392,1,1,0,1,53,1001,2,1,84,1237,3833,59,1,1542 days 14:51:43,4.317474243028035e-07,0.0,2316169.0
5993932,1643304728,0.0,0,0,1,1,40,1126,79,3,69,1282,1836,0,1,1379 days 03:45:17,-7.080555336451704e-08,79.0,-14123186.0
15450240,1524145611,0.477276354,1,1,1,1,41,1130,62,1,56,1674,4853,28,1,0 days 00:00:00,-8.392140065959031e-09,62.0,-119159117.0
14303616,1659424760,0.561188599,1,1,1,1,49,1028,72,2,107,1056,1015,0,0,1565 days 17:32:29,7.392122196156039e-09,72.0,135279149.0
12888527,1524145611,0.0,0,0,0,1,30,1262,78,3,66,1161,2156,56,0,0 days 00:00:00,-7.392122196156039e-09,0.0,-135279149.0
15350401,1648753023,0.444201705,1,1,1,1,174,3850,53,1,69,1075,2593,51,1,1442 days 05:10:12,8.025204792793546e-09,53.0,124607412.0
15450240,1528685854,0.42840967,1,1,1,1,35,1375,59,2,92,1454,1826,0,0,52 days 13:10:43,-8.328671428906598e-09,59.0,-120067169.0
5885167,1524145611,0.0,0,0,0,0,41,1569,40,2,36,1113,1812,23,0,0 days 00:00:00,-2.202525283338359e-07,0.0,-4540243.0
15450240,1661999151,0.515601308,1,1,1,1,47,3850,79,3,158,1656,4877,53,1,1595 days 12:39:00,7.254075593561109e-09,79.0,137853540.0
15450240,1661345288,0.437621794,1,1,1,1,44,1704,63,1,90,2281,5641,53,1,1587 days 23:01:17,-1.5293723608768195e-06,63.0,-653863.0
5468684,1524145611,0.0,0,0,0,1,41,949,77,1,81,1676,3116,25,0,0 days 00:00:00,-7.2886468967416015e-09,0.0,-137199677.0
5468684,1529887804,0.0,1,0,0,1,54,1289,77,2,78,951,2530,0,0,66 days 11:03:13,1.741494930595332e-07,0.0,5742193.0
5482423,1524145611,0.0,1,0,0,0,43,1462,47,1,59,1436,1949,23,0,0 days 00:00:00,-1.741494930595332e-07,0.0,-5742193.0
6075280,1524145611,0.0,1,0,0,1,32,826,11,2,54,1706,2539,31,0,0 days 00:00:00,0.0,0.0,0.0
5468684,1533247654,0.0,1,0,0,1,69,1485,33,1,81,1623,1992,29,0,105 days 08:20:43,1.0986544449416469e-07,0.0,9102043.0
15450240,1641737160,0.494559331,1,1,1,1,97,1169,31,1,94,1685,3574,57,1,1361 days 00:19:09,9.217481366354455e-09,31.0,108489506.0
5468684,1524145611,0.0,1,0,1,1,117,904,52,2,67,1570,1497,28,1,0 days 00:00:00,-8.504012477971525e-09,52.0,-117591549.0
15450240,1645308304,0.507015185,1,1,1,1,85,1616,29,3,90,2818,2689,58,1,1402 days 08:18:13,8.253365580113013e-09,29.0,121162693.0
5518698,1524145611,0.0,0,0,0,1,43,1156,67,1,30,1578,2450,24,0,0 days 00:00:00,-8.253365580113013e-09,0.0,-121162693.0
15450240,1524145611,0.0,1,1,1,1,82,1598,83,1,95,1628,1737,57,1,0 days 00:00:00,0.0,83.0,0.0
10972830,1524145611,0.0,0,0,0,1,30,1295,68,2,33,1640,2600,0,0,0 days 00:00:00,0.0,0.0,0.0
6163823,1524834657,0.0,1,0,0,0,30,1769,86,1,73,1152,3079,0,0,7 days 23:24:06,1.4512819173175666e-06,0.0,689046.0
15450240,1647857955,0.500924794,1,1,0,1,38,879,85,1,61,1545,3361,24,1,1431 days 20:32:24,8.128541636072867e-09,0.0,123023298.0
15335405,1524145611,0.0,0,0,0,1,36,730,59,3,99,1565,1219,56,0,0 days 00:00:00,-8.083267745698845e-09,0.0,-123712344.0
5584155,1531866070,0.001314582,0,0,0,1,60,834,49,1,51,1317,1784,24,0,89 days 08:34:19,1.2952597766531758e-07,0.0,7720459.0
15433584,1661999151,0.467441921,0,0,1,1,42,1541,56,1,95,1687,4593,23,1,1595 days 12:39:00,7.68444112992299e-09,56.0,130133081.0
6201893,1524145611,0.007506927,1,0,0,1,30,1881,62,2,85,973,1990,0,0,0 days 00:00:00,-7.254075593561109e-09,0.0,-137853540.0
6209835,1524145611,0.0,1,0,1,1,38,1495,76,2,90,1746,3531,26,0,0 days 00:00:00,0.0,76.0,0.0
5989545,1524145611,0.0,1,0,0,1,54,1015,77,1,163,1335,3466,28,0,0 days 00:00:00,0.0,0.0,0.0
6038625,1524145611,0.001289891,1,0,0,0,51,1702,64,2,104,2865,1076,0,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1648978089,0.549873968,1,1,1,1,41,1727,11,1,106,1404,4631,56,1,1444 days 19:41:18,8.010735795855947e-09,11.0,124832478.0
15450240,1551226532,0.0,1,1,0,1,78,3850,69,3,100,1284,3468,54,1,313 days 10:28:41,-1.0230016080459975e-08,0.0,-97751557.0
5607017,1524145611,0.0,1,0,0,1,59,1370,55,2,93,1685,2227,0,0,0 days 00:00:00,-3.692636598289992e-08,0.0,-27080921.0
5931847,1528897441,0.0,1,1,1,1,62,1684,19,3,75,1693,4040,52,1,54 days 23:57:10,2.104452389921357e-07,19.0,4751830.0
15450240,1524145611,0.52173282,1,1,1,1,37,2589,46,1,144,2743,2599,52,1,0 days 00:00:00,-2.104452389921357e-07,46.0,-4751830.0
15450240,1636714097,0.553319651,1,1,1,1,65,1590,68,1,137,1373,5759,56,1,1302 days 21:01:26,8.883480941548775e-09,68.0,112568486.0
15450240,1659143773,0.4311116,1,1,1,1,115,2750,73,1,109,2129,4816,56,1,1562 days 11:29:22,4.4583791580404466e-08,73.0,22429676.0
15450240,1656245030,0.480265151,1,1,1,1,44,1486,75,1,182,2457,6765,51,1,1528 days 22:16:59,-3.44977115943014e-07,75.0,-2898743.0
15450240,1649592914,0.53224585,1,1,1,1,66,1673,24,3,30,1510,5294,56,1,1451 days 22:28:23,-1.5032810612442716e-07,24.0,-6652116.0
15450240,1661999151,0.440000732,0,0,0,1,76,2442,56,3,76,1691,3541,50,0,1595 days 12:39:00,8.060461846730801e-08,0.0,12406237.0
15450240,1656566621,0.542629025,1,1,1,1,106,2931,36,1,102,1278,4849,58,1,1532 days 15:36:50,-1.840762959431425e-07,36.0,-5432530.0
15450240,1648540565,0.573028245,1,1,1,1,105,2797,65,1,102,2985,4996,56,1,1439 days 18:09:14,-1.245941967013437e-07,65.0,-8026056.0
5823671,1529582601,0.0,1,0,0,1,38,1035,84,2,49,1313,3514,0,0,62 days 22:16:30,-8.406330827921702e-09,0.0,-118957964.0
6481497,1616874539,0.0,0,0,0,1,30,826,71,3,84,1396,1798,0,0,1073 days 06:02:08,1.1455811646660886e-08,0.0,87291938.0
15450240,1532362848,0.482718753,1,0,1,1,30,1676,51,3,74,1407,2182,1,0,95 days 02:33:57,-1.1832682415501542e-08,51.0,-84511691.0
6107778,1524858712,0.009616677,0,0,0,0,31,1549,38,3,96,1491,2637,60,0,8 days 06:05:01,-1.3325984497082677e-07,0.0,-7504136.0
15450240,1658501990,0.529869948,1,1,1,1,45,1547,59,1,154,2323,6290,64,1,1555 days 01:12:59,7.482606046224039e-09,59.0,133643278.0
15450240,1661999151,0.518120617,1,1,1,1,120,3850,53,1,106,2881,5147,57,1,1595 days 12:39:00,2.859462289554299e-07,53.0,3497161.0
15450240,1657618556,0.487203162,0,1,1,1,118,2359,68,1,221,2991,5500,53,1,1544 days 19:49:05,-2.2827949171288374e-07,68.0,-4380595.0
5837336,1524145611,0.023875173,1,0,0,0,49,2202,32,2,66,1545,1347,0,0,0 days 00:00:00,-7.492155058090611e-09,0.0,-133472945.0
6048196,1526948375,0.005006929,1,0,0,1,63,1322,54,2,31,1351,1034,0,0,32 days 10:32:44,3.567906537974657e-07,0.0,2802764.0
15450240,1524145611,0.467268093,1,1,1,1,77,1028,42,1,109,1549,6652,55,1,0 days 00:00:00,-3.567906537974657e-07,42.0,-2802764.0
5913677,1524145611,0.009643918,1,0,0,1,69,2697,41,3,56,1438,2388,30,0,0 days 00:00:00,0.0,0.0,0.0
6100561,1533471591,0.0,1,0,0,1,37,1108,69,2,96,1276,2298,0,0,107 days 22:33:00,1.0722733696619553e-07,0.0,9325980.0
6238661,1526084148,0.036743014,1,0,0,1,44,1451,84,1,58,1204,2201,61,0,22 days 10:28:57,-1.3536483462545837e-07,0.0,-7387443.0
11344539,1524145611,0.0,1,0,0,1,46,1026,61,2,89,2233,3324,0,0,0 days 00:00:00,-5.158529344552103e-07,0.0,-1938537.0
15450240,1650883935,0.442833754,1,1,1,1,110,3850,45,3,88,1812,6302,56,1,1466 days 21:05:24,7.890273189978432e-09,45.0,126738324.0
11825368,1649030317,0.0,1,0,0,1,117,1012,44,3,100,2611,6173,54,0,1445 days 10:11:46,-5.394854819061964e-07,0.0,-1853618.0
14562544,1652569318,0.506354092,1,1,1,1,125,984,59,1,81,1481,3424,58,1,1486 days 09:15:07,2.825656166810916e-07,59.0,3539001.0
15450240,1661999151,0.0,1,1,1,1,54,1749,48,1,109,1328,2635,57,1,1595 days 12:39:00,1.0604641672869502e-07,48.0,9429833.0
15450240,1653891961,0.495371214,1,1,1,1,105,1367,18,3,89,2247,5724,50,1,1501 days 16:39:10,-1.233473003593107e-07,18.0,-8107190.0
14461893,1524145611,0.507876477,1,1,0,1,110,1278,75,1,294,1208,1556,54,1,0 days 00:00:00,-7.707345909923478e-09,0.0,-129746350.0
5706706,1524145611,0.0,0,0,0,1,30,1635,72,2,90,1622,2839,29,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1659134262,0.0,1,1,1,1,34,1411,78,1,81,836,3047,53,1,1562 days 08:50:51,7.408030175810854e-09,78.0,134988651.0
15450240,1644691096,0.524040078,1,1,1,1,104,2513,38,1,107,2757,4951,56,1,1395 days 04:51:25,-6.923689722876549e-08,38.0,-14443166.0
5468684,1524145611,0.0,1,0,0,1,42,1510,83,2,96,1473,1037,26,0,0 days 00:00:00,-8.295623846882362e-09,0.0,-120545485.0
15450240,1651508544,0.409460601,1,1,1,1,104,1451,58,1,30,1710,2012,55,1,1474 days 02:35:33,7.851577978343197e-09,58.0,127362933.0
15450240,1661999151,0.498772282,1,1,1,1,34,1033,71,2,80,1852,3371,1,0,1595 days 12:39:00,9.532336880029917e-08,71.0,10490607.0
15450240,1658054961,0.552043009,1,1,1,1,46,3850,78,3,53,1450,3343,54,1,1549 days 21:02:30,-2.535374817136091e-07,78.0,-3944190.0
5994158,1524145611,0.0,1,1,0,1,70,946,76,2,105,1583,1018,25,1,0 days 00:00:00,-7.467738436487071e-09,0.0,-133909350.0
